review_rating,review_text,review_text_plus,review_text_minus,review_text_comment
4,Достоинства:Думала будут теплее отказ,Думала будут теплее отказ,Нет,Нет
5,"Достоинства:Очень удобные, размер заказа 46, на 45 в самый раз","Очень удобные, размер заказа 46, на 45 в самый раз",Нет,Нет
4,Достоинства:Хорошее качество. Слегка маломерят.,Хорошее качество. Слегка маломерят.,Нет,Нет
4,Достоинства:Качество хорошее но надо было размер больше.рекомендую но брать на размер больше,Качество хорошее но надо было размер больше.рекомендую но брать на размер больше,Нет,Нет
1,Недостатки:Из утепления только искусственный мех на стельках. Сами кроссовки ни с боков ни в носке не утеплены.,Нет,Из утепления только искусственный мех на стельках. Сами кроссовки ни с боков ни в носке не утеплены.,Нет
5,"Достоинства:Хорошие однозначно
Недостатки:Нет но возврат большие
Комментарий:Закажу размером меньше",Хорошие однозначно,Нет но возврат большие,Закажу размером меньше
5,Достоинства:Маломерят,Маломерят,Нет,Нет
5,Достоинства:Отказ в пользу другой модели,Отказ в пользу другой модели,Нет,Нет
5,"Достоинства:Скорее демисезонные, понравились","Скорее демисезонные, понравились",Нет,Нет
5,Недостатки:Не подошли по размеру,Нет,Не подошли по размеру,Нет
5,"Достоинства:Хорошая качественная согласно цены осенняя обувь. Комфортная мягкая, тёплая, лёгкая, обувь. Хорошие швы, хорошо приклеена подошва. Отличное сочетание цена качество. Размер 43 на 45. Маломерки","Хорошая качественная согласно цены осенняя обувь. Комфортная мягкая, тёплая, лёгкая, обувь. Хорошие швы, хорошо приклеена подошва. Отличное сочетание цена качество. Размер 43 на 45. Маломерки",Нет,Нет
4,Недостатки:Маломерят.,Нет,Маломерят.,Нет
5,"Недостатки:Ботинки хорошие , но для Морозов не подходит , а пишут что зимние , поэтому отказ.",Нет,"Ботинки хорошие , но для Морозов не подходит , а пишут что зимние , поэтому отказ.",Нет
4,Достоинства:Не понравились,Не понравились,Нет,Нет
3,"Достоинства:На вид понравились.
Недостатки:Не удобно ходить, жесткие. Может разносятся, посмотрим.",На вид понравились.,"Не удобно ходить, жесткие. Может разносятся, посмотрим.",Нет
4,"Достоинства:На вид красивые кроссовки и аккуратно сделаны.
Недостатки:Внутри кроссовка сверху, совсем нет меха. Они не зимние, пойдут только на осень. Поэтому отказ",На вид красивые кроссовки и аккуратно сделаны.,"Внутри кроссовка сверху, совсем нет меха. Они не зимние, пойдут только на осень. Поэтому отказ",Нет
5,"Отличные кроссовки, но чуть моловаты.",Нет,Нет,"Отличные кроссовки, но чуть моловаты."
4,Недостатки:Не плохие в размер отказ в пользу другой молеле,Нет,Не плохие в размер отказ в пользу другой молеле,Нет
5,"Хорошие, но узковаты в пальцах",Нет,Нет,"Хорошие, но узковаты в пальцах"
5,"Достоинства:Очень классные кроссовки. Немного маломерят. На 43 подошли 44. Удобные, стильные. Мужу очень нравятся. Спасибо.","Очень классные кроссовки. Немного маломерят. На 43 подошли 44. Удобные, стильные. Мужу очень нравятся. Спасибо.",Нет,Нет
5,Достоинства:Хоть муж и не выбрал эту модель. Но они мне очень понравились. Мягкие внутри.,Хоть муж и не выбрал эту модель. Но они мне очень понравились. Мягкие внутри.,Нет,Нет
1,Недостатки:Не подошли.,Нет,Не подошли.,Нет
5,"Мужу просто не понравилось, без объяснения причины. На вид добротные.",Нет,Нет,"Мужу просто не понравилось, без объяснения причины. На вид добротные."
5,"Достоинства:Лёгкие
Недостатки:Не нашёл
Комментарий:Отличные ботинки по качеству, но размер не подошёл, перезакажу большего размера",Лёгкие,Не нашёл,"Отличные ботинки по качеству, но размер не подошёл, перезакажу большего размера"
5,"Кроссовки симпатичные, аккуратно смотрятся, но к сожалению на узкую ногу, у сына широкая нога, сдавило ногу и поэтому отказ",Нет,Нет,"Кроссовки симпатичные, аккуратно смотрятся, но к сожалению на узкую ногу, у сына широкая нога, сдавило ногу и поэтому отказ"
5,"Достоинства:Аккуратные,лёгкие, отказ в пользу других","Аккуратные,лёгкие, отказ в пользу других",Нет,Нет
3,"Ну это точно не зима, а демисезон больше. Отказ. Сыну не понравились",Нет,Нет,"Ну это точно не зима, а демисезон больше. Отказ. Сыну не понравились"
1,Недостатки:Не зимние(,Нет,Не зимние(,Нет
4,"Достоинства:Смотрятся хорошо
Недостатки:Маломерят. Муж берет 42 обычно. А тут надо минимум 43",Смотрятся хорошо,Маломерят. Муж берет 42 обычно. А тут надо минимум 43,Нет
5,"Достоинства:Отличные кроссовки, но сыну оказались впритык. И по стельке они точно как его 41 предыдущие. Поэтому пришлось назад сдавать
Недостатки:Нет","Отличные кроссовки, но сыну оказались впритык. И по стельке они точно как его 41 предыдущие. Поэтому пришлось назад сдавать",Нет,Нет
